StartTime,EndTime,WindPowerGeneration
23/02/2023 04:00,23/02/2023 05:00,3494
23/02/2023 05:00,23/02/2023 06:00,3573
23/02/2023 06:00,23/02/2023 07:00,3669
23/02/2023 07:00,23/02/2023 08:00,3780
23/02/2023 08:00,23/02/2023 09:00,4020
23/02/2023 09:00,23/02/2023 10:00,4036
23/02/2023 10:00,23/02/2023 11:00,3868
23/02/2023 11:00,23/02/2023 12:00,3585
23/02/2023 12:00,23/02/2023 13:00,3045
23/02/2023 13:00,23/02/2023 14:00,2446
23/02/2023 14:00,23/02/2023 15:00,2080
23/02/2023 15:00,23/02/2023 16:00,1758
23/02/2023 16:00,23/02/2023 17:00,1616
23/02/2023 17:00,23/02/2023 18:00,1769
23/02/2023 18:00,23/02/2023 19:00,2014
23/02/2023 19:00,23/02/2023 20:00,2253
23/02/2023 20:00,23/02/2023 21:00,2435
23/02/2023 21:00,23/02/2023 22:00,2495
23/02/2023 22:00,23/02/2023 23:00,2432
23/02/2023 23:00,24/02/2023 00:00,2365
24/02/2023 00:00,24/02/2023 01:00,2112
24/02/2023 01:00,24/02/2023 02:00,2047
24/02/2023 02:00,24/02/2023 03:00,2220
24/02/2023 03:00,24/02/2023 04:00,2249
24/02/2023 04:00,24/02/2023 05:00,2227
24/02/2023 05:00,24/02/2023 06:00,2066
24/02/2023 06:00,24/02/2023 07:00,1810
24/02/2023 07:00,24/02/2023 08:00,1561
24/02/2023 08:00,24/02/2023 09:00,1367
24/02/2023 09:00,24/02/2023 10:00,1430
24/02/2023 10:00,24/02/2023 11:00,1442
24/02/2023 11:00,24/02/2023 12:00,1089
24/02/2023 12:00,24/02/2023 13:00,732
24/02/2023 13:00,24/02/2023 14:00,576
24/02/2023 14:00,24/02/2023 15:00,525
24/02/2023 15:00,24/02/2023 16:00,508
24/02/2023 16:00,24/02/2023 17:00,474
24/02/2023 17:00,24/02/2023 18:00,394
24/02/2023 18:00,24/02/2023 19:00,449
24/02/2023 19:00,24/02/2023 20:00,503
24/02/2023 20:00,24/02/2023 21:00,600
24/02/2023 21:00,24/02/2023 22:00,765
24/02/2023 22:00,24/02/2023 23:00,917
24/02/2023 23:00,25/02/2023 00:00,1024
25/02/2023 00:00,25/02/2023 01:00,1141
25/02/2023 01:00,25/02/2023 02:00,1287
25/02/2023 02:00,25/02/2023 03:00,1351
25/02/2023 03:00,25/02/2023 04:00,1560
25/02/2023 04:00,25/02/2023 05:00,1588
25/02/2023 05:00,25/02/2023 06:00,1741
25/02/2023 06:00,25/02/2023 07:00,1730
25/02/2023 07:00,25/02/2023 08:00,1743
25/02/2023 08:00,25/02/2023 09:00,1654
25/02/2023 09:00,25/02/2023 10:00,1438
25/02/2023 10:00,25/02/2023 11:00,1190
25/02/2023 11:00,25/02/2023 12:00,886
25/02/2023 12:00,25/02/2023 13:00,645
25/02/2023 13:00,25/02/2023 14:00,510
25/02/2023 14:00,25/02/2023 15:00,504
25/02/2023 15:00,25/02/2023 16:00,477
25/02/2023 16:00,25/02/2023 17:00,489
25/02/2023 17:00,25/02/2023 18:00,488
25/02/2023 18:00,25/02/2023 19:00,634
25/02/2023 19:00,25/02/2023 20:00,884
25/02/2023 20:00,25/02/2023 21:00,1026
25/02/2023 21:00,25/02/2023 22:00,1018
25/02/2023 22:00,25/02/2023 23:00,956
25/02/2023 23:00,26/02/2023 00:00,860
26/02/2023 00:00,26/02/2023 01:00,742
26/02/2023 01:00,26/02/2023 02:00,711
26/02/2023 02:00,26/02/2023 03:00,707
26/02/2023 03:00,26/02/2023 04:00,728
26/02/2023 04:00,26/02/2023 05:00,755
26/02/2023 05:00,26/02/2023 06:00,661
26/02/2023 06:00,26/02/2023 07:00,653
26/02/2023 07:00,26/02/2023 08:00,797
26/02/2023 08:00,26/02/2023 09:00,1019
26/02/2023 09:00,26/02/2023 10:00,1081
26/02/2023 10:00,26/02/2023 11:00,903
26/02/2023 11:00,26/02/2023 12:00,628
26/02/2023 12:00,26/02/2023 13:00,383
26/02/2023 13:00,26/02/2023 14:00,300
26/02/2023 14:00,26/02/2023 15:00,267
26/02/2023 15:00,26/02/2023 16:00,286
26/02/2023 16:00,26/02/2023 17:00,266
26/02/2023 17:00,26/02/2023 18:00,231
26/02/2023 18:00,26/02/2023 19:00,270
26/02/2023 19:00,26/02/2023 20:00,392
26/02/2023 20:00,26/02/2023 21:00,468
26/02/2023 21:00,26/02/2023 22:00,671
26/02/2023 22:00,26/02/2023 23:00,842
26/02/2023 23:00,27/02/2023 00:00,1136
27/02/2023 00:00,27/02/2023 01:00,1446
27/02/2023 01:00,27/02/2023 02:00,1731
27/02/2023 02:00,27/02/2023 03:00,2056
27/02/2023 03:00,27/02/2023 04:00,2248
27/02/2023 04:00,27/02/2023 05:00,2184
27/02/2023 05:00,27/02/2023 06:00,1992
27/02/2023 06:00,27/02/2023 07:00,1538
27/02/2023 07:00,27/02/2023 08:00,946
27/02/2023 08:00,27/02/2023 09:00,828
27/02/2023 09:00,27/02/2023 10:00,1094
27/02/2023 10:00,27/02/2023 11:00,1828
27/02/2023 11:00,27/02/2023 12:00,2179
27/02/2023 12:00,27/02/2023 13:00,2334
27/02/2023 13:00,27/02/2023 14:00,2531
27/02/2023 14:00,27/02/2023 15:00,2806
27/02/2023 15:00,27/02/2023 16:00,3057
27/02/2023 16:00,27/02/2023 17:00,3531
27/02/2023 17:00,27/02/2023 18:00,3984
27/02/2023 18:00,27/02/2023 19:00,4333
27/02/2023 19:00,27/02/2023 20:00,4524
27/02/2023 20:00,27/02/2023 21:00,4590
27/02/2023 21:00,27/02/2023 22:00,4618
27/02/2023 22:00,27/02/2023 23:00,4576
27/02/2023 23:00,28/02/2023 00:00,4532
28/02/2023 00:00,28/02/2023 01:00,4575
28/02/2023 01:00,28/02/2023 02:00,4525
28/02/2023 02:00,28/02/2023 03:00,4305
28/02/2023 03:00,28/02/2023 04:00,3998
28/02/2023 04:00,28/02/2023 05:00,3807
28/02/2023 05:00,28/02/2023 06:00,3771
28/02/2023 06:00,28/02/2023 07:00,3922
28/02/2023 07:00,28/02/2023 08:00,3690
28/02/2023 08:00,28/02/2023 09:00,3786
28/02/2023 09:00,28/02/2023 10:00,3704
28/02/2023 10:00,28/02/2023 11:00,3407
28/02/2023 11:00,28/02/2023 12:00,3201
28/02/2023 12:00,28/02/2023 13:00,3105
28/02/2023 13:00,28/02/2023 14:00,2940
28/02/2023 14:00,28/02/2023 15:00,2979
28/02/2023 15:00,28/02/2023 16:00,2956
28/02/2023 16:00,28/02/2023 17:00,2997
28/02/2023 17:00,28/02/2023 18:00,3036
28/02/2023 18:00,28/02/2023 19:00,3280
28/02/2023 19:00,28/02/2023 20:00,3504
28/02/2023 20:00,28/02/2023 21:00,3734
28/02/2023 21:00,28/02/2023 22:00,3732
28/02/2023 22:00,28/02/2023 23:00,3672
28/02/2023 23:00,01/03/2023 00:00,3712
01/03/2023 00:00,01/03/2023 01:00,3807
01/03/2023 01:00,01/03/2023 02:00,3826
01/03/2023 02:00,01/03/2023 03:00,3505
01/03/2023 03:00,01/03/2023 04:00,3368
01/03/2023 04:00,01/03/2023 05:00,2998
01/03/2023 05:00,01/03/2023 06:00,2840
01/03/2023 06:00,01/03/2023 07:00,2463
01/03/2023 07:00,01/03/2023 08:00,2271
01/03/2023 08:00,01/03/2023 09:00,2228
01/03/2023 09:00,01/03/2023 10:00,2113
01/03/2023 10:00,01/03/2023 11:00,1858
01/03/2023 11:00,01/03/2023 12:00,1555
01/03/2023 12:00,01/03/2023 13:00,1310
01/03/2023 13:00,01/03/2023 14:00,1313
01/03/2023 14:00,01/03/2023 15:00,1318
01/03/2023 15:00,01/03/2023 16:00,1194
01/03/2023 16:00,01/03/2023 17:00,745
01/03/2023 17:00,01/03/2023 18:00,612
01/03/2023 18:00,01/03/2023 19:00,593
01/03/2023 19:00,01/03/2023 20:00,864
01/03/2023 20:00,01/03/2023 21:00,1346
01/03/2023 21:00,01/03/2023 22:00,2170
01/03/2023 22:00,01/03/2023 23:00,2935
01/03/2023 23:00,02/03/2023 00:00,3603
02/03/2023 00:00,02/03/2023 01:00,4186
02/03/2023 01:00,02/03/2023 02:00,4396
02/03/2023 02:00,02/03/2023 03:00,4446
02/03/2023 03:00,02/03/2023 04:00,4435
02/03/2023 04:00,02/03/2023 05:00,4537
02/03/2023 05:00,02/03/2023 06:00,4521
02/03/2023 06:00,02/03/2023 07:00,4451
02/03/2023 07:00,02/03/2023 08:00,4442
02/03/2023 08:00,02/03/2023 09:00,4440
02/03/2023 09:00,02/03/2023 10:00,4334
02/03/2023 10:00,02/03/2023 11:00,4064
02/03/2023 11:00,02/03/2023 12:00,3807
02/03/2023 12:00,02/03/2023 13:00,3666
02/03/2023 13:00,02/03/2023 14:00,3577
02/03/2023 14:00,02/03/2023 15:00,3441
02/03/2023 15:00,02/03/2023 16:00,3244
02/03/2023 16:00,02/03/2023 17:00,2940
02/03/2023 17:00,02/03/2023 18:00,2992
02/03/2023 18:00,02/03/2023 19:00,3237
02/03/2023 19:00,02/03/2023 20:00,3584
02/03/2023 20:00,02/03/2023 21:00,3612
02/03/2023 21:00,02/03/2023 22:00,3791
02/03/2023 22:00,02/03/2023 23:00,3779
02/03/2023 23:00,03/03/2023 00:00,3731
03/03/2023 00:00,03/03/2023 01:00,3803
03/03/2023 01:00,03/03/2023 02:00,3689
03/03/2023 02:00,03/03/2023 03:00,3459
03/03/2023 03:00,03/03/2023 04:00,3387
03/03/2023 04:00,03/03/2023 05:00,3473
03/03/2023 05:00,03/03/2023 06:00,3387
03/03/2023 06:00,03/03/2023 07:00,3284
03/03/2023 07:00,03/03/2023 08:00,3280
03/03/2023 08:00,03/03/2023 09:00,3055
03/03/2023 09:00,03/03/2023 10:00,2792
03/03/2023 10:00,03/03/2023 11:00,1882
03/03/2023 11:00,03/03/2023 12:00,990
03/03/2023 12:00,03/03/2023 13:00,701
03/03/2023 13:00,03/03/2023 14:00,735
03/03/2023 14:00,03/03/2023 15:00,1171
03/03/2023 15:00,03/03/2023 16:00,1265
03/03/2023 16:00,03/03/2023 17:00,1263
03/03/2023 17:00,03/03/2023 18:00,1156
03/03/2023 18:00,03/03/2023 19:00,1027
03/03/2023 19:00,03/03/2023 20:00,878
03/03/2023 20:00,03/03/2023 21:00,1056
03/03/2023 21:00,03/03/2023 22:00,1522
03/03/2023 22:00,03/03/2023 23:00,1628
03/03/2023 23:00,04/03/2023 00:00,1647
04/03/2023 00:00,04/03/2023 01:00,1538
04/03/2023 01:00,04/03/2023 02:00,1400
04/03/2023 02:00,04/03/2023 03:00,1343
04/03/2023 03:00,04/03/2023 04:00,1400
04/03/2023 04:00,04/03/2023 05:00,1618
04/03/2023 05:00,04/03/2023 06:00,1722
04/03/2023 06:00,04/03/2023 07:00,1773
04/03/2023 07:00,04/03/2023 08:00,1904
04/03/2023 08:00,04/03/2023 09:00,2063
04/03/2023 09:00,04/03/2023 10:00,2053
04/03/2023 10:00,04/03/2023 11:00,1770
04/03/2023 11:00,04/03/2023 12:00,1342
04/03/2023 12:00,04/03/2023 13:00,1063
04/03/2023 13:00,04/03/2023 14:00,1063
04/03/2023 14:00,04/03/2023 15:00,991
04/03/2023 15:00,04/03/2023 16:00,772
04/03/2023 16:00,04/03/2023 17:00,618
04/03/2023 17:00,04/03/2023 18:00,558
04/03/2023 18:00,04/03/2023 19:00,506
04/03/2023 19:00,04/03/2023 20:00,592
04/03/2023 20:00,04/03/2023 21:00,597
04/03/2023 21:00,04/03/2023 22:00,588
04/03/2023 22:00,04/03/2023 23:00,523
04/03/2023 23:00,05/03/2023 00:00,467
05/03/2023 00:00,05/03/2023 01:00,428
05/03/2023 01:00,05/03/2023 02:00,441
05/03/2023 02:00,05/03/2023 03:00,500
05/03/2023 03:00,05/03/2023 04:00,461
05/03/2023 04:00,05/03/2023 05:00,475
05/03/2023 05:00,05/03/2023 06:00,459
05/03/2023 06:00,05/03/2023 07:00,497
05/03/2023 07:00,05/03/2023 08:00,555
05/03/2023 08:00,05/03/2023 09:00,662
05/03/2023 09:00,05/03/2023 10:00,652
05/03/2023 10:00,05/03/2023 11:00,576
05/03/2023 11:00,05/03/2023 12:00,381
05/03/2023 12:00,05/03/2023 13:00,312
05/03/2023 13:00,05/03/2023 14:00,260
05/03/2023 14:00,05/03/2023 15:00,210
05/03/2023 15:00,05/03/2023 16:00,209
05/03/2023 16:00,05/03/2023 17:00,239
05/03/2023 17:00,05/03/2023 18:00,303
05/03/2023 18:00,05/03/2023 19:00,321
05/03/2023 19:00,05/03/2023 20:00,494
05/03/2023 20:00,05/03/2023 21:00,635
05/03/2023 21:00,05/03/2023 22:00,700
05/03/2023 22:00,05/03/2023 23:00,707
05/03/2023 23:00,06/03/2023 00:00,603
06/03/2023 00:00,06/03/2023 01:00,431
06/03/2023 01:00,06/03/2023 02:00,335
06/03/2023 02:00,06/03/2023 03:00,274
06/03/2023 03:00,06/03/2023 04:00,256
06/03/2023 04:00,06/03/2023 05:00,274
06/03/2023 05:00,06/03/2023 06:00,311
06/03/2023 06:00,06/03/2023 07:00,327
06/03/2023 07:00,06/03/2023 08:00,370
06/03/2023 08:00,06/03/2023 09:00,428
06/03/2023 09:00,06/03/2023 10:00,455
06/03/2023 10:00,06/03/2023 11:00,343
06/03/2023 11:00,06/03/2023 12:00,134
06/03/2023 12:00,06/03/2023 13:00,48
06/03/2023 13:00,06/03/2023 14:00,36
06/03/2023 14:00,06/03/2023 15:00,63
06/03/2023 15:00,06/03/2023 16:00,104
06/03/2023 16:00,06/03/2023 17:00,154
06/03/2023 17:00,06/03/2023 18:00,208
06/03/2023 18:00,06/03/2023 19:00,240
06/03/2023 19:00,06/03/2023 20:00,248
06/03/2023 20:00,06/03/2023 21:00,244
06/03/2023 21:00,06/03/2023 22:00,209
06/03/2023 22:00,06/03/2023 23:00,140
06/03/2023 23:00,07/03/2023 00:00,100
07/03/2023 00:00,07/03/2023 01:00,55
07/03/2023 01:00,07/03/2023 02:00,49
07/03/2023 02:00,07/03/2023 03:00,83
07/03/2023 03:00,07/03/2023 04:00,139
07/03/2023 04:00,07/03/2023 05:00,236
07/03/2023 05:00,07/03/2023 06:00,307
07/03/2023 06:00,07/03/2023 07:00,410
07/03/2023 07:00,07/03/2023 08:00,522
07/03/2023 08:00,07/03/2023 09:00,671
07/03/2023 09:00,07/03/2023 10:00,853
07/03/2023 10:00,07/03/2023 11:00,751
07/03/2023 11:00,07/03/2023 12:00,501
07/03/2023 12:00,07/03/2023 13:00,312
07/03/2023 13:00,07/03/2023 14:00,311
07/03/2023 14:00,07/03/2023 15:00,319
07/03/2023 15:00,07/03/2023 16:00,457
07/03/2023 16:00,07/03/2023 17:00,517
07/03/2023 17:00,07/03/2023 18:00,494
07/03/2023 18:00,07/03/2023 19:00,578
07/03/2023 19:00,07/03/2023 20:00,1002
07/03/2023 20:00,07/03/2023 21:00,1496
07/03/2023 21:00,07/03/2023 22:00,1905
07/03/2023 22:00,07/03/2023 23:00,1973
07/03/2023 23:00,08/03/2023 00:00,1917
08/03/2023 00:00,08/03/2023 01:00,1901
08/03/2023 01:00,08/03/2023 02:00,1788
08/03/2023 02:00,08/03/2023 03:00,1828
08/03/2023 03:00,08/03/2023 04:00,1874
08/03/2023 04:00,08/03/2023 05:00,1916
08/03/2023 05:00,08/03/2023 06:00,2053
08/03/2023 06:00,08/03/2023 07:00,2242
08/03/2023 07:00,08/03/2023 08:00,2492
08/03/2023 08:00,08/03/2023 09:00,2557
08/03/2023 09:00,08/03/2023 10:00,2516
08/03/2023 10:00,08/03/2023 11:00,2227
08/03/2023 11:00,08/03/2023 12:00,1660
08/03/2023 12:00,08/03/2023 13:00,1367
08/03/2023 13:00,08/03/2023 14:00,1342
08/03/2023 14:00,08/03/2023 15:00,1424
08/03/2023 15:00,08/03/2023 16:00,1536
08/03/2023 16:00,08/03/2023 17:00,1617
08/03/2023 17:00,08/03/2023 18:00,1665
08/03/2023 18:00,08/03/2023 19:00,1981
08/03/2023 19:00,08/03/2023 20:00,2420
08/03/2023 20:00,08/03/2023 21:00,2700
08/03/2023 21:00,08/03/2023 22:00,2676
08/03/2023 22:00,08/03/2023 23:00,2604
08/03/2023 23:00,09/03/2023 00:00,2551
09/03/2023 00:00,09/03/2023 01:00,2288
09/03/2023 01:00,09/03/2023 02:00,1941
09/03/2023 02:00,09/03/2023 03:00,1614
09/03/2023 03:00,09/03/2023 04:00,1282
09/03/2023 04:00,09/03/2023 05:00,1064
09/03/2023 05:00,09/03/2023 06:00,921
09/03/2023 06:00,09/03/2023 07:00,951
09/03/2023 07:00,09/03/2023 08:00,1048
09/03/2023 08:00,09/03/2023 09:00,1355
09/03/2023 09:00,09/03/2023 10:00,1762
09/03/2023 10:00,09/03/2023 11:00,1878
09/03/2023 11:00,09/03/2023 12:00,1464
09/03/2023 12:00,09/03/2023 13:00,1191
09/03/2023 13:00,09/03/2023 14:00,1326
09/03/2023 14:00,09/03/2023 15:00,1621
09/03/2023 15:00,09/03/2023 16:00,2015
09/03/2023 16:00,09/03/2023 17:00,2284
09/03/2023 17:00,09/03/2023 18:00,2489
09/03/2023 18:00,09/03/2023 19:00,2672
09/03/2023 19:00,09/03/2023 20:00,3058
09/03/2023 20:00,09/03/2023 21:00,3420
09/03/2023 21:00,09/03/2023 22:00,3719
09/03/2023 22:00,09/03/2023 23:00,3889
09/03/2023 23:00,10/03/2023 00:00,4113
10/03/2023 00:00,10/03/2023 01:00,4063
10/03/2023 01:00,10/03/2023 02:00,3993
10/03/2023 02:00,10/03/2023 03:00,3879
10/03/2023 03:00,10/03/2023 04:00,3673
10/03/2023 04:00,10/03/2023 05:00,3490
10/03/2023 05:00,10/03/2023 06:00,3347
10/03/2023 06:00,10/03/2023 07:00,3396
10/03/2023 07:00,10/03/2023 08:00,3406
10/03/2023 08:00,10/03/2023 09:00,3383
10/03/2023 09:00,10/03/2023 10:00,3021
10/03/2023 10:00,10/03/2023 11:00,2499
10/03/2023 11:00,10/03/2023 12:00,2087
10/03/2023 12:00,10/03/2023 13:00,2121
10/03/2023 13:00,10/03/2023 14:00,2222
10/03/2023 14:00,10/03/2023 15:00,2256
10/03/2023 15:00,10/03/2023 16:00,2354
10/03/2023 16:00,10/03/2023 17:00,2378
10/03/2023 17:00,10/03/2023 18:00,2223
10/03/2023 18:00,10/03/2023 19:00,2277
10/03/2023 19:00,10/03/2023 20:00,2587
10/03/2023 20:00,10/03/2023 21:00,2842
10/03/2023 21:00,10/03/2023 22:00,3166
10/03/2023 22:00,10/03/2023 23:00,3253
10/03/2023 23:00,11/03/2023 00:00,2929
11/03/2023 00:00,11/03/2023 01:00,2668
11/03/2023 01:00,11/03/2023 02:00,2401
11/03/2023 02:00,11/03/2023 03:00,2520
11/03/2023 03:00,11/03/2023 04:00,2549
11/03/2023 04:00,11/03/2023 05:00,2594
11/03/2023 05:00,11/03/2023 06:00,2719
11/03/2023 06:00,11/03/2023 07:00,2958
11/03/2023 07:00,11/03/2023 08:00,3188
11/03/2023 08:00,11/03/2023 09:00,3132
11/03/2023 09:00,11/03/2023 10:00,2664
11/03/2023 10:00,11/03/2023 11:00,2035
11/03/2023 11:00,11/03/2023 12:00,1512
11/03/2023 12:00,11/03/2023 13:00,1225
11/03/2023 13:00,11/03/2023 14:00,1022
11/03/2023 14:00,11/03/2023 15:00,917
11/03/2023 15:00,11/03/2023 16:00,797
11/03/2023 16:00,11/03/2023 17:00,762
11/03/2023 17:00,11/03/2023 18:00,695
11/03/2023 18:00,11/03/2023 19:00,737
11/03/2023 19:00,11/03/2023 20:00,871
11/03/2023 20:00,11/03/2023 21:00,1037
11/03/2023 21:00,11/03/2023 22:00,1060
11/03/2023 22:00,11/03/2023 23:00,850
11/03/2023 23:00,12/03/2023 00:00,594
12/03/2023 00:00,12/03/2023 01:00,359
12/03/2023 01:00,12/03/2023 02:00,207
12/03/2023 02:00,12/03/2023 03:00,276
12/03/2023 03:00,12/03/2023 04:00,417
12/03/2023 04:00,12/03/2023 05:00,629
12/03/2023 05:00,12/03/2023 06:00,884
12/03/2023 06:00,12/03/2023 07:00,1106
12/03/2023 07:00,12/03/2023 08:00,1341
12/03/2023 08:00,12/03/2023 09:00,1494
12/03/2023 09:00,12/03/2023 10:00,1436
12/03/2023 10:00,12/03/2023 11:00,1052
12/03/2023 11:00,12/03/2023 12:00,609
12/03/2023 12:00,12/03/2023 13:00,444
12/03/2023 13:00,12/03/2023 14:00,615
12/03/2023 14:00,12/03/2023 15:00,994
12/03/2023 15:00,12/03/2023 16:00,1219
12/03/2023 16:00,12/03/2023 17:00,1272
12/03/2023 17:00,12/03/2023 18:00,1208
12/03/2023 18:00,12/03/2023 19:00,1054
12/03/2023 19:00,12/03/2023 20:00,1163
12/03/2023 20:00,12/03/2023 21:00,1448
12/03/2023 21:00,12/03/2023 22:00,1680
12/03/2023 22:00,12/03/2023 23:00,1795
12/03/2023 23:00,13/03/2023 00:00,1870
13/03/2023 00:00,13/03/2023 01:00,1806
13/03/2023 01:00,13/03/2023 02:00,1905
13/03/2023 02:00,13/03/2023 03:00,2076
13/03/2023 03:00,13/03/2023 04:00,2058
13/03/2023 04:00,13/03/2023 05:00,1979
13/03/2023 05:00,13/03/2023 06:00,1724
13/03/2023 06:00,13/03/2023 07:00,1414
13/03/2023 07:00,13/03/2023 08:00,1557
13/03/2023 08:00,13/03/2023 09:00,1657
13/03/2023 09:00,13/03/2023 10:00,1864
13/03/2023 10:00,13/03/2023 11:00,2082
13/03/2023 11:00,13/03/2023 12:00,1661
13/03/2023 12:00,13/03/2023 13:00,1528
13/03/2023 13:00,13/03/2023 14:00,1668
13/03/2023 14:00,13/03/2023 15:00,1901
13/03/2023 15:00,13/03/2023 16:00,2123
13/03/2023 16:00,13/03/2023 17:00,2433
13/03/2023 17:00,13/03/2023 18:00,2867
13/03/2023 18:00,13/03/2023 19:00,3351
13/03/2023 19:00,13/03/2023 20:00,3894
13/03/2023 20:00,13/03/2023 21:00,4337
13/03/2023 21:00,13/03/2023 22:00,4395
13/03/2023 22:00,13/03/2023 23:00,4392
13/03/2023 23:00,14/03/2023 00:00,4436
14/03/2023 00:00,14/03/2023 01:00,4345
14/03/2023 01:00,14/03/2023 02:00,4182
14/03/2023 02:00,14/03/2023 03:00,4230
14/03/2023 03:00,14/03/2023 04:00,4006
14/03/2023 04:00,14/03/2023 05:00,3779
14/03/2023 05:00,14/03/2023 06:00,3562
14/03/2023 06:00,14/03/2023 07:00,3369
14/03/2023 07:00,14/03/2023 08:00,2874
14/03/2023 08:00,14/03/2023 09:00,2523
14/03/2023 09:00,14/03/2023 10:00,2057
14/03/2023 10:00,14/03/2023 11:00,1578
14/03/2023 11:00,14/03/2023 12:00,1309
14/03/2023 12:00,14/03/2023 13:00,1185
14/03/2023 13:00,14/03/2023 14:00,1122
14/03/2023 14:00,14/03/2023 15:00,1072
14/03/2023 15:00,14/03/2023 16:00,1080
14/03/2023 16:00,14/03/2023 17:00,926
14/03/2023 17:00,14/03/2023 18:00,875
14/03/2023 18:00,14/03/2023 19:00,754
14/03/2023 19:00,14/03/2023 20:00,847
14/03/2023 20:00,14/03/2023 21:00,791
14/03/2023 21:00,14/03/2023 22:00,578
14/03/2023 22:00,14/03/2023 23:00,358
14/03/2023 23:00,15/03/2023 00:00,276
15/03/2023 00:00,15/03/2023 01:00,296
15/03/2023 01:00,15/03/2023 02:00,342
15/03/2023 02:00,15/03/2023 03:00,460
15/03/2023 03:00,15/03/2023 04:00,607
15/03/2023 04:00,15/03/2023 05:00,575
15/03/2023 05:00,15/03/2023 06:00,586
15/03/2023 06:00,15/03/2023 07:00,597
15/03/2023 07:00,15/03/2023 08:00,587
15/03/2023 08:00,15/03/2023 09:00,582
15/03/2023 09:00,15/03/2023 10:00,783
15/03/2023 10:00,15/03/2023 11:00,759
15/03/2023 11:00,15/03/2023 12:00,801
15/03/2023 12:00,15/03/2023 13:00,1027
15/03/2023 13:00,15/03/2023 14:00,1207
15/03/2023 14:00,15/03/2023 15:00,1294
15/03/2023 15:00,15/03/2023 16:00,1298
15/03/2023 16:00,15/03/2023 17:00,1512
15/03/2023 17:00,15/03/2023 18:00,1541
15/03/2023 18:00,15/03/2023 19:00,1610
15/03/2023 19:00,15/03/2023 20:00,1887
15/03/2023 20:00,15/03/2023 21:00,2074
15/03/2023 21:00,15/03/2023 22:00,2222
15/03/2023 22:00,15/03/2023 23:00,2240
15/03/2023 23:00,16/03/2023 00:00,2068
16/03/2023 00:00,16/03/2023 01:00,2052
16/03/2023 01:00,16/03/2023 02:00,2095
16/03/2023 02:00,16/03/2023 03:00,2263
16/03/2023 03:00,16/03/2023 04:00,2393
16/03/2023 04:00,16/03/2023 05:00,2372
16/03/2023 05:00,16/03/2023 06:00,2464
16/03/2023 06:00,16/03/2023 07:00,2545
16/03/2023 07:00,16/03/2023 08:00,2614
16/03/2023 08:00,16/03/2023 09:00,2390
16/03/2023 09:00,16/03/2023 10:00,1915
16/03/2023 10:00,16/03/2023 11:00,1192
16/03/2023 11:00,16/03/2023 12:00,658
16/03/2023 12:00,16/03/2023 13:00,490
16/03/2023 13:00,16/03/2023 14:00,453
16/03/2023 14:00,16/03/2023 15:00,425
16/03/2023 15:00,16/03/2023 16:00,400
16/03/2023 16:00,16/03/2023 17:00,372
16/03/2023 17:00,16/03/2023 18:00,356
16/03/2023 18:00,16/03/2023 19:00,297
16/03/2023 19:00,16/03/2023 20:00,313
16/03/2023 20:00,16/03/2023 21:00,367
16/03/2023 21:00,16/03/2023 22:00,319
16/03/2023 22:00,16/03/2023 23:00,250
16/03/2023 23:00,17/03/2023 00:00,170
17/03/2023 00:00,17/03/2023 01:00,125
17/03/2023 01:00,17/03/2023 02:00,106
17/03/2023 02:00,17/03/2023 03:00,106
17/03/2023 03:00,17/03/2023 04:00,117
17/03/2023 04:00,17/03/2023 05:00,181
17/03/2023 05:00,17/03/2023 06:00,227
17/03/2023 06:00,17/03/2023 07:00,302
17/03/2023 07:00,17/03/2023 08:00,391
17/03/2023 08:00,17/03/2023 09:00,523
17/03/2023 09:00,17/03/2023 10:00,649
